feature,importance
evictions_t-1_scaled,0.7365800431222943
evictions_change_1,0.15234818230707484
evictions_change_1_binary,0.10054850073771318
evictions_change_2,0.003627306461176376
evictions_change_5,0.0019208657917015421
evictions_t-5_scaled,0.001861865862952503
evictions_change_5_binary,0.0017567801409889808
units_scaled,0.00019467847185341487
occupied_units_scaled,0.00016367575789262998
black_alone_owner_occupied_percent,0.00016221365175431062
evictions_t-2_scaled,0.00014874894067702985
median_gross_rent_scaled,8.792170123454225e-05
num_white_alone_scaled,7.99030744690318e-05
evictions_change_2_binary,7.442318219015644e-05
vacant_units_percent,7.29985250151217e-05
num_unemployed_percent,4.603677602712822e-05
median_gross_rent_impute_flag,4.250526527578137e-05
num_white_alone_percent,3.361702683151119e-05
total_renter_households_scaled,3.2106659939636454e-05
crime_count_percent,2.889442902750849e-05
total_renter_households_percent,2.7858743095353544e-05
median_household_income_scaled,2.4559290297223495e-05
renter_occupied_household_size_scaled,2.3565954415121854e-05
black_alone_owner_occupied_scaled,1.8515981399442186e-05
num_hisp_percent,1.850807348538671e-05
num_hisp_scaled,1.7036947718421604e-05
num_af_am_alone_scaled,1.3280747054214862e-05
num_unemployed_scaled,1.2840097360260235e-05
for_rent_units_scaled,1.2715608881698173e-05
total_population_scaled,9.407888401361013e-06
num_af_am_alone_percent,6.850159666909265e-06
for_rent_units_percent,3.2604125337689016e-06
for_rent_units_percent_impute_flag,3.322096014137362e-07
majority_hisp_impute_flag,0.0
majority_af_am_impute_flag,0.0
evictions_change_5_binary_impute_flag,0.0
num_unemployed_percent_impute_flag,0.0
num_with_ged_percent_impute_flag,0.0
majority_white_impute_flag,0.0
evictions_change_1_binary_impute_flag,0.0
evictions_change_2_binary_impute_flag,0.0
num_with_high_school_degree_percent_impute_flag,0.0
low-flag,0.0
crime_count_scaled,0.0
violations_count_scaled,0.0
total_households_scaled,0.0
vacant_units_scaled,0.0
num_white_alone_percent_impute_flag,0.0
crime_count_percent_binary,0.0
violations_count_percent_binary,0.0
vacant_units_percent_binary,0.0
total_renter_households_percent_binary,0.0
black_alone_owner_occupied_percent_impute_flag,0.0
evictions_change_2_impute_flag,0.0
num_hisp_percent_impute_flag,0.0
num_af_am_alone_percent_impute_flag,0.0
median_household_income_impute_flag,0.0
renter_occupied_household_size_impute_flag,0.0
total_renter_households_impute_flag,0.0
total_households_impute_flag,0.0
total_population_impute_flag,0.0
violations_count_impute_flag,0.0
crime_count_impute_flag,0.0
evictions_t-5_impute_flag,0.0
evictions_t-2_impute_flag,0.0
evictions_t-1_impute_flag,0.0
majority_white,0.0
majority_hisp,0.0
majority_af_am,0.0
violations_count_percent,0.0
subbed,0.0
units_impute_flag,0.0
occupied_units_impute_flag,0.0
vacant_units_impute_flag,0.0
evictions_change_1_impute_flag,0.0
vacant_units_percent_impute_flag,0.0
total_renter_households_percent_impute_flag,0.0
violations_count_percent_impute_flag,0.0
crime_count_percent_impute_flag,0.0
evictions_change_5_impute_flag,0.0
imputed,0.0
num_unemployed_impute_flag,0.0
for_rent_units_impute_flag,0.0
num_with_ged_impute_flag,0.0
num_with_high_school_degree_impute_flag,0.0
black_alone_owner_occupied_impute_flag,0.0
num_hisp_impute_flag,0.0
num_af_am_alone_impute_flag,0.0
num_white_alone_impute_flag,0.0
num_unemployed_percent_binary,0.0
