feature,importance
evictions_t-1_scaled,0.7348566982660624
evictions_change_1,0.25108982591911566
evictions_t-5_scaled,0.003665899233065905
num_hisp_percent,0.0030051614475403742
evictions_change_5,0.002071702633762543
evictions_change_5_binary,0.0017295276948197183
renter_occupied_household_size_scaled,0.0013196217294708151
num_af_am_alone_percent,0.00040939046860009605
evictions_change_2,0.0003333936963385708
median_gross_rent_scaled,0.00027268679443915407
evictions_t-2_scaled,0.0002692731890600885
total_population_scaled,0.00017675351353427425
units_scaled,0.00014322158523270698
black_alone_owner_occupied_percent,0.00012508378104625126
num_hisp_scaled,0.00010623168802834815
evictions_change_2_binary,8.250450535644068e-05
vacant_units_scaled,6.285835740753732e-05
vacant_units_percent,5.100842431415066e-05
black_alone_owner_occupied_scaled,3.499496054649115e-05
num_white_alone_percent,3.195179534853717e-05
crime_count_percent,2.6837194142711965e-05
evictions_change_1_binary,2.5621060857293106e-05
for_rent_units_percent,2.239341281180142e-05
num_unemployed_scaled,1.883314461751531e-05
num_unemployed_percent,1.2295034677552506e-05
median_household_income_scaled,1.1846612604316128e-05
for_rent_units_scaled,1.1026622505118634e-05
num_af_am_alone_scaled,8.189381144264113e-06
num_unemployed_percent_binary,6.734524642011706e-06
num_white_alone_scaled,6.047791178447874e-06
renter_occupied_household_size_impute_flag,4.3348425644251294e-06
num_with_ged_scaled,3.3210873658260503e-06
crime_count_scaled,2.3816992142158125e-06
total_renter_households_percent,1.2047289731563875e-06
total_population_impute_flag,6.995200489304918e-07
num_with_high_school_degree_scaled,4.4365956256492353e-07
crime_count_percent_binary,0.0
num_with_high_school_degree_percent_impute_flag,0.0
num_with_ged_percent_impute_flag,0.0
num_unemployed_percent_impute_flag,0.0
majority_af_am_impute_flag,0.0
majority_hisp_impute_flag,0.0
majority_white_impute_flag,0.0
evictions_change_1_binary_impute_flag,0.0
evictions_change_2_binary_impute_flag,0.0
evictions_change_5_binary_impute_flag,0.0
total_renter_households_percent_binary,0.0
vacant_units_percent_binary,0.0
num_white_alone_percent_impute_flag,0.0
occupied_units_scaled,0.0
violations_count_scaled,0.0
violations_count_percent_binary,0.0
total_households_scaled,0.0
total_renter_households_scaled,0.0
black_alone_owner_occupied_percent_impute_flag,0.0
low-flag,0.0
num_hisp_percent_impute_flag,0.0
evictions_t-2_impute_flag,0.0
median_household_income_impute_flag,0.0
median_gross_rent_impute_flag,0.0
total_renter_households_impute_flag,0.0
total_households_impute_flag,0.0
violations_count_impute_flag,0.0
crime_count_impute_flag,0.0
evictions_t-5_impute_flag,0.0
evictions_t-1_impute_flag,0.0
num_af_am_alone_percent_impute_flag,0.0
majority_white,0.0
majority_hisp,0.0
majority_af_am,0.0
num_with_ged_percent,0.0
num_with_high_school_degree_percent,0.0
violations_count_percent,0.0
subbed,0.0
units_impute_flag,0.0
occupied_units_impute_flag,0.0
vacant_units_impute_flag,0.0
for_rent_units_impute_flag,0.0
for_rent_units_percent_impute_flag,0.0
vacant_units_percent_impute_flag,0.0
total_renter_households_percent_impute_flag,0.0
violations_count_percent_impute_flag,0.0
crime_count_percent_impute_flag,0.0
evictions_change_5_impute_flag,0.0
imputed,0.0
evictions_change_1_impute_flag,0.0
num_unemployed_impute_flag,0.0
num_with_ged_impute_flag,0.0
num_with_high_school_degree_impute_flag,0.0
black_alone_owner_occupied_impute_flag,0.0
num_hisp_impute_flag,0.0
num_af_am_alone_impute_flag,0.0
num_white_alone_impute_flag,0.0
evictions_change_2_impute_flag,0.0
