feature,importance
evictions_t-2_scaled,0.31664195187814986
evictions_t-1_scaled,0.2988789854843449
evictions_change_1,0.1485795313345241
evictions_change_2,0.09605356067719131
evictions_change_5,0.03523348126817874
evictions_t-5_scaled,0.026512128861547492
renter_occupied_household_size_scaled,0.007330835158633338
num_af_am_alone_scaled,0.007028478700567307
median_gross_rent_scaled,0.00637239749156749
evictions_change_1_binary,0.005967139941423959
for_rent_units_percent,0.0055372958892011374
total_renter_households_percent,0.004099276873655433
vacant_units_scaled,0.0033996942720240495
black_alone_owner_occupied_percent,0.0032012206199792032
median_household_income_scaled,0.0028703392324243336
total_population_scaled,0.0027606883342674634
evictions_change_2_binary,0.0027595281841066273
for_rent_units_scaled,0.0027210208338477844
num_af_am_alone_percent,0.002416871413201128
num_hisp_percent,0.0023019790042126008
black_alone_owner_occupied_scaled,0.0021840703590441327
total_households_scaled,0.002126405702447905
vacant_units_percent,0.0020470817249930015
num_white_alone_percent,0.0018293275333429438
units_scaled,0.0018131431165380742
num_hisp_scaled,0.0015566581294132731
total_renter_households_scaled,0.0014060090950179763
num_white_alone_scaled,0.0012923452521115214
occupied_units_scaled,0.0007481678291384271
evictions_change_5_binary,0.0005300295264803365
vacant_units_percent_binary,0.0005021864507938623
median_gross_rent_impute_flag,0.00029912932528889443
for_rent_units_impute_flag,0.0002962810837891661
majority_hisp,0.0002866074454711888
renter_occupied_household_size_impute_flag,0.0002594257305795127
units_impute_flag,0.0002353615194347139
majority_af_am,0.00022291344882771313
black_alone_owner_occupied_impute_flag,0.00022073186943930148
violations_count_scaled,0.0002016972613092826
num_af_am_alone_percent_impute_flag,0.00019006279724341005
num_af_am_alone_impute_flag,0.00017247203915375073
occupied_units_impute_flag,0.00016138959266012297
total_households_impute_flag,0.00012771179830385601
majority_white,0.00011581359442197407
median_household_income_impute_flag,8.695228601582034e-05
total_population_impute_flag,8.150647992259463e-05
for_rent_units_percent_impute_flag,7.974217925994272e-05
black_alone_owner_occupied_percent_impute_flag,5.346422182468732e-05
vacant_units_impute_flag,4.661090734931036e-05
total_renter_households_percent_binary,4.087666667636024e-05
violations_count_percent_impute_flag,3.794083768764217e-05
num_white_alone_percent_impute_flag,1.8701668983627998e-05
num_white_alone_impute_flag,1.613139140870351e-05
num_hisp_percent_impute_flag,1.2843348685066398e-05
total_renter_households_impute_flag,1.1197210389130445e-05
vacant_units_percent_impute_flag,9.503583207861652e-06
crime_count_percent_impute_flag,7.871258548443586e-06
num_hisp_impute_flag,4.2867554187295055e-06
total_renter_households_percent_impute_flag,9.435263296258765e-07
evictions_change_5_binary_impute_flag,0.0
crime_count_scaled,0.0
crime_count_percent_binary,0.0
violations_count_percent_binary,0.0
low-flag,0.0
evictions_change_2_binary_impute_flag,0.0
num_with_ged_impute_flag,0.0
subbed,0.0
crime_count_percent,0.0
violations_count_percent,0.0
evictions_t-1_impute_flag,0.0
evictions_t-2_impute_flag,0.0
evictions_t-5_impute_flag,0.0
crime_count_impute_flag,0.0
violations_count_impute_flag,0.0
num_with_high_school_degree_impute_flag,0.0
num_unemployed_impute_flag,0.0
evictions_change_1_binary_impute_flag,0.0
imputed,0.0
evictions_change_2_impute_flag,0.0
evictions_change_5_impute_flag,0.0
num_with_high_school_degree_percent_impute_flag,0.0
num_with_ged_percent_impute_flag,0.0
num_unemployed_percent_impute_flag,0.0
majority_af_am_impute_flag,0.0
majority_hisp_impute_flag,0.0
majority_white_impute_flag,0.0
evictions_change_1_impute_flag,0.0
