feature,importance
evictions_t-1_scaled,0.6084889772902821
evictions_t-2_scaled,0.16710463765409916
evictions_change_2,0.08887829834361395
evictions_change_1,0.08301001684645148
evictions_change_2_binary,0.0418089085638145
occupied_units_scaled,0.003455617642237453
evictions_t-5_scaled,0.002140941660224968
evictions_change_5_binary,0.0016238696694392052
total_population_scaled,0.0009285522337153815
num_af_am_alone_scaled,0.00048688414143507094
num_white_alone_percent,0.00037230056890071386
median_gross_rent_scaled,0.0003493629441731785
evictions_change_5,0.00034125308724991787
evictions_change_1_binary,0.00024019433311349783
vacant_units_scaled,0.00017928946198200204
vacant_units_percent,0.0001330182895691632
num_af_am_alone_percent_impute_flag,0.00011421152312405333
majority_white,0.00010555152851354955
total_renter_households_scaled,8.245160391176215e-05
median_household_income_scaled,4.545432765858753e-05
total_renter_households_percent,2.8425495538515132e-05
units_scaled,2.6867661803448962e-05
num_hisp_scaled,2.432908184891084e-05
median_gross_rent_impute_flag,1.2978582173189881e-05
black_alone_owner_occupied_percent,8.422622357476759e-06
total_renter_households_percent_binary,6.149851245141369e-06
renter_occupied_household_size_scaled,3.0349915235754352e-06
num_with_ged_percent_impute_flag,0.0
majority_hisp_impute_flag,0.0
majority_af_am_impute_flag,0.0
num_unemployed_percent_impute_flag,0.0
num_with_high_school_degree_percent_impute_flag,0.0
evictions_change_1_binary_impute_flag,0.0
black_alone_owner_occupied_percent_impute_flag,0.0
num_white_alone_percent_impute_flag,0.0
num_hisp_percent_impute_flag,0.0
majority_white_impute_flag,0.0
for_rent_units_scaled,0.0
evictions_change_2_binary_impute_flag,0.0
evictions_change_5_binary_impute_flag,0.0
vacant_units_percent_binary,0.0
crime_count_percent_binary,0.0
crime_count_scaled,0.0
violations_count_scaled,0.0
total_households_scaled,0.0
black_alone_owner_occupied_scaled,0.0
num_white_alone_scaled,0.0
for_rent_units_percent_impute_flag,0.0
violations_count_percent_binary,0.0
low-flag,0.0
vacant_units_percent_impute_flag,0.0
renter_occupied_household_size_impute_flag,0.0
total_households_impute_flag,0.0
total_population_impute_flag,0.0
violations_count_impute_flag,0.0
crime_count_impute_flag,0.0
evictions_t-5_impute_flag,0.0
evictions_t-2_impute_flag,0.0
evictions_t-1_impute_flag,0.0
majority_hisp,0.0
majority_af_am,0.0
num_hisp_percent,0.0
num_af_am_alone_percent,0.0
for_rent_units_percent,0.0
violations_count_percent,0.0
crime_count_percent,0.0
subbed,0.0
total_renter_households_impute_flag,0.0
median_household_income_impute_flag,0.0
total_renter_households_percent_impute_flag,0.0
units_impute_flag,0.0
violations_count_percent_impute_flag,0.0
crime_count_percent_impute_flag,0.0
evictions_change_5_impute_flag,0.0
evictions_change_2_impute_flag,0.0
imputed,0.0
num_unemployed_impute_flag,0.0
num_with_ged_impute_flag,0.0
num_with_high_school_degree_impute_flag,0.0
black_alone_owner_occupied_impute_flag,0.0
num_hisp_impute_flag,0.0
num_af_am_alone_impute_flag,0.0
num_white_alone_impute_flag,0.0
for_rent_units_impute_flag,0.0
vacant_units_impute_flag,0.0
occupied_units_impute_flag,0.0
evictions_change_1_impute_flag,0.0
