feature,importance
evictions_t-2_scaled,0.39993248213017846
evictions_t-1_scaled,0.16790830324777872
evictions_change_1,0.1249083383805026
evictions_change_2,0.11542334958238892
evictions_t-5_scaled,0.04491841799415892
evictions_change_5,0.04092533087602198
median_gross_rent_scaled,0.01316869233926643
black_alone_owner_occupied_percent,0.00807387953052536
renter_occupied_household_size_scaled,0.007996064937886956
black_alone_owner_occupied_scaled,0.007720712426552341
vacant_units_percent,0.006629603745170238
num_af_am_alone_scaled,0.0063270689685853325
for_rent_units_percent,0.005982172429200322
vacant_units_scaled,0.005875782158340956
total_renter_households_percent,0.005582906514674587
evictions_change_2_binary,0.005226034624480258
num_white_alone_scaled,0.00408157953154543
num_white_alone_percent,0.003477034427392258
median_household_income_scaled,0.0029595800146448533
units_scaled,0.0028987225581735797
num_hisp_scaled,0.002773776860877634
occupied_units_scaled,0.002714119234039155
total_renter_households_scaled,0.0026606656266761177
num_hisp_percent,0.0024352849982421138
total_population_scaled,0.0022616682256021967
total_households_scaled,0.0013978762418106628
num_af_am_alone_percent,0.001342267313680747
for_rent_units_scaled,0.0007822882556842273
evictions_change_1_binary,0.0007036217660172258
num_hisp_impute_flag,0.0005340453791179669
total_population_impute_flag,0.0003572119214597023
num_hisp_percent_impute_flag,0.00034256485336744345
vacant_units_impute_flag,0.0002380717955973158
majority_af_am,0.00022070929732779745
median_gross_rent_impute_flag,0.00018526665859462828
violations_count_percent,0.0001360764573683142
evictions_change_5_binary,0.00013076071780012652
renter_occupied_household_size_impute_flag,0.00012452745304616827
units_impute_flag,0.00011871834061715404
violations_count_percent_impute_flag,7.911145767359148e-05
black_alone_owner_occupied_percent_impute_flag,6.111341989315926e-05
vacant_units_percent_binary,4.961029762343941e-05
total_renter_households_percent_impute_flag,4.33225399860678e-05
black_alone_owner_occupied_impute_flag,4.067067758380862e-05
for_rent_units_impute_flag,3.961747148459524e-05
majority_white,3.32259819255467e-05
median_household_income_impute_flag,3.111436509293292e-05
for_rent_units_percent_impute_flag,3.077988311281583e-05
total_renter_households_percent_binary,2.8046155732208374e-05
num_white_alone_impute_flag,1.7942844207841852e-05
occupied_units_impute_flag,1.7490656228416347e-05
num_af_am_alone_percent_impute_flag,1.3642059984856867e-05
majority_hisp,1.1334286075144344e-05
num_af_am_alone_impute_flag,1.0376521872448048e-05
total_renter_households_impute_flag,8.965091169796455e-06
vacant_units_percent_impute_flag,4.000744449110838e-06
violations_count_scaled,1.6791014399362801e-06
total_households_impute_flag,1.0296851762400312e-06
crime_count_percent_impute_flag,8.98612006710756e-07
num_white_alone_percent_impute_flag,4.503328862283612e-07
crime_count_percent_binary,0.0
crime_count_scaled,0.0
violations_count_percent_binary,0.0
low-flag,0.0
evictions_change_5_binary_impute_flag,0.0
num_unemployed_impute_flag,0.0
subbed,0.0
crime_count_percent,0.0
evictions_t-1_impute_flag,0.0
evictions_t-2_impute_flag,0.0
evictions_t-5_impute_flag,0.0
crime_count_impute_flag,0.0
violations_count_impute_flag,0.0
num_with_high_school_degree_impute_flag,0.0
num_with_ged_impute_flag,0.0
imputed,0.0
evictions_change_2_binary_impute_flag,0.0
evictions_change_2_impute_flag,0.0
evictions_change_5_impute_flag,0.0
num_with_high_school_degree_percent_impute_flag,0.0
num_with_ged_percent_impute_flag,0.0
num_unemployed_percent_impute_flag,0.0
majority_af_am_impute_flag,0.0
majority_hisp_impute_flag,0.0
majority_white_impute_flag,0.0
evictions_change_1_binary_impute_flag,0.0
evictions_change_1_impute_flag,0.0
